ID,prompt,response,lp,order,coder1,coder2,coder3,coder4,Extr,Aggr,Cons,Neu,Openn,Mach,Psych,Narc,CPI,CSE,ACTIVITY_GENERAL,visual,music,dance,archit,writing,humor,discov,science,theatre,culinary,caq,iq_all,caq_ln,self_everyday,scholarly,performance,mechanical_science,artistic,badd_iq,string_cse,can_cse,brick_cse,age
20483,cegła,nogi od stolika,11,p1,NA,TRUE,3,TRUE,3.6,3.7,3.1,3.4,4,4.5,4.25,4.75,4.8,4.5,0.06060606060606061,0,0,0,0,0,1,0,0,0,0,1,6,0.6931471805599453,3.909090909090909,3.8181818181818183,3.7,3.2222222222222223,3.4444444444444446,24,62,50.5,51.5,36
20525,cegła,rzucania,235,p1,NA,TRUE,2,TRUE,2.9,3.5,2.8,3.8,2.6,1,1.75,2,3.2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,3,2.5555555555555554,2.6666666666666665,11,22.5,22.5,22.5,36
20525,cegła,podstawka,236,p2,NA,TRUE,2,TRUE,2.9,3.5,2.8,3.8,2.6,1,1.75,2,3.2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,3,2.5555555555555554,2.6666666666666665,11,22.5,22.5,22.5,36
20525,cegła,ozdoba,237,p3,NA,TRUE,2,TRUE,2.9,3.5,2.8,3.8,2.6,1,1.75,2,3.2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,3,2.5555555555555554,2.6666666666666665,11,22.5,22.5,22.5,36
20525,cegła,kruszenia,238,p4,NA,TRUE,3,TRUE,2.9,3.5,2.8,3.8,2.6,1,1.75,2,3.2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,3,2.5555555555555554,2.6666666666666665,11,22.5,22.5,22.5,36
20684,cegła,przycisk do papieru,453,p1,NA,TRUE,3,TRUE,4.1,4.5,3.4,2.8,4.3,5,1.75,5.25,6.6,6.666666666666667,0.0303030303030303,0,0,0,0,0,2,0,0,0,0,2,3,1.0986122886681098,3.909090909090909,3.8181818181818183,2.3,3,2.2222222222222223,29,55,81,60.5,27
20684,cegła,tempomat ;),454,p2,NA,TRUE,6,TRUE,4.1,4.5,3.4,2.8,4.3,5,1.75,5.25,6.6,6.666666666666667,0.0303030303030303,0,0,0,0,0,2,0,0,0,0,2,3,1.0986122886681098,3.909090909090909,3.8181818181818183,2.3,3,2.2222222222222223,29,55,81,60.5,27
20684,cegła,tłuczek do mięsa,455,p3,NA,TRUE,4,TRUE,4.1,4.5,3.4,2.8,4.3,5,1.75,5.25,6.6,6.666666666666667,0.0303030303030303,0,0,0,0,0,2,0,0,0,0,2,3,1.0986122886681098,3.909090909090909,3.8181818181818183,2.3,3,2.2222222222222223,29,55,81,60.5,27
20684,cegła,można nią pisać na betonie,456,p4,NA,TRUE,3,TRUE,4.1,4.5,3.4,2.8,4.3,5,1.75,5.25,6.6,6.666666666666667,0.0303030303030303,0,0,0,0,0,2,0,0,0,0,2,3,1.0986122886681098,3.909090909090909,3.8181818181818183,2.3,3,2.2222222222222223,29,55,81,60.5,27
22671,cegła,Jako krzesło lub stół,21,p1,NA,TRUE,3,TRUE,3.3,4.1,3.5,3.3,3,2,3,4,4,4,0.18181818181818182,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,30,50.5,65.5,47,43
23527,cegła,budowa wedzarni ;),736,p1,NA,TRUE,1,TRUE,3.8,3.8,3.5,2.5,3.5,4,3.5,4,4.4,5.166666666666667,0.24242424242424243,0,0,0,0,0,5,10,1,0,0,16,5,2.833213344056216,3,2.909090909090909,2.2,3.3333333333333335,2.2222222222222223,25,40.5,70,40,32
23527,cegła,budowa kominka,737,p2,NA,TRUE,1,TRUE,3.8,3.8,3.5,2.5,3.5,4,3.5,4,4.4,5.166666666666667,0.24242424242424243,0,0,0,0,0,5,10,1,0,0,16,5,2.833213344056216,3,2.909090909090909,2.2,3.3333333333333335,2.2222222222222223,25,40.5,70,40,32
23719,cegła,ruszt do grilakrede,924,p1,NA,TRUE,3,TRUE,2.8,3.2,3.1,3.2,3.3,4,4,4,4,4,0.0303030303030303,0,0,0,0,0,1,0,1,0,1,3,3,1.3862943611198906,1,1,1,1,1,16,55,45,50,36
24474,cegła,do rzucania,200,p1,NA,TRUE,2,TRUE,3.1,3.1,2.9,2.4,3.1,3.5,3.5,4,2.8,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1.5454545454545454,1,1,1.1111111111111112,26,54,47,41,32
25281,cegła,podstawka pod kwiaty,229,p1,NA,TRUE,2,TRUE,2.8,4,3.7,2.5,3.2,1.25,3,1.5,4.8,4.833333333333333,0.12121212121212122,0,0,0,0,0,0,0,0,0,0,0,6,0,3.5454545454545454,2.5454545454545454,2.3,3.5555555555555554,3.3333333333333335,24,30.5,31,30,32
25933,cegła,można zrobić kwietnik  można ją rzucać w dal  zrobić ciężarki do podnoszenia,695,p1,NA,TRUE,3,TRUE,2.9,3.1,3.5,3.2,2.9,5.5,3.5,5.75,5.8,5.333333333333333,0.24242424242424243,0,4,0,0,0,1,0,0,0,0,5,2,1.791759469228055,3.4545454545454546,2.8181818181818183,2.9,3.2222222222222223,3.111111111111111,15,60.5,60.5,46.5,43
26427,cegła,Do wybicia szyby,962,p1,NA,TRUE,2,TRUE,3.3,3,3.4,3.5,2.9,3.5,4.5,3,4,4.166666666666667,0.0303030303030303,0,0,0,2,0,0,0,0,1,0,3,3,1.3862943611198906,2.727272727272727,2.5454545454545454,1.6,1.7777777777777777,2.5555555555555554,24,4.5,4.5,3.5,36
26427,cegła,do naostrzenia scyzoryka,963,p2,NA,TRUE,5,TRUE,3.3,3,3.4,3.5,2.9,3.5,4.5,3,4,4.166666666666667,0.0303030303030303,0,0,0,2,0,0,0,0,1,0,3,3,1.3862943611198906,2.727272727272727,2.5454545454545454,1.6,1.7777777777777777,2.5555555555555554,24,4.5,4.5,3.5,36
26427,cegła,do zrobienia pylu i namalowania tym jak kreda po scianie,964,p3,NA,TRUE,3,TRUE,3.3,3,3.4,3.5,2.9,3.5,4.5,3,4,4.166666666666667,0.0303030303030303,0,0,0,2,0,0,0,0,1,0,3,3,1.3862943611198906,2.727272727272727,2.5454545454545454,1.6,1.7777777777777777,2.5555555555555554,24,4.5,4.5,3.5,36
26427,cegła,do,965,p4,NA,TRUE,1,TRUE,3.3,3,3.4,3.5,2.9,3.5,4.5,3,4,4.166666666666667,0.0303030303030303,0,0,0,2,0,0,0,0,1,0,3,3,1.3862943611198906,2.727272727272727,2.5454545454545454,1.6,1.7777777777777777,2.5555555555555554,24,4.5,4.5,3.5,36
27789,cegła,do zrobienia donicy,10,p1,NA,TRUE,4,TRUE,3,2.8,3.1,3.1,3,2,3,4,4,4,0.0303030303030303,0,0,0,0,0,1,0,0,0,0,1,3,0.6931471805599453,3,3,3,3,3,24,92.5,89.5,91.5,32
28020,cegła,jako podstawkę pod wędzarnię,77,p1,NA,TRUE,3,TRUE,2.3,4.3,3.7,1.5,3.7,1,1,1,4.8,5,0.12121212121212122,0,0,0,0,2,2,1,1,0,0,6,5,1.9459101490553132,4,4.2727272727272725,2.3,2.5555555555555554,2.888888888888889,32,30,25,35.5,43
30277,cegła,Cegłe można zmielić na proszek-barwnik,931,p1,NA,TRUE,3,TRUE,3.2,2.8,3.5,1.5,3.7,6,4.5,1.5,5.4,4.666666666666667,0.696969696969697,8,0,0,0,6,3,15,41,0,5,78,7,4.3694478524670215,3.6363636363636362,4.090909090909091,2.5,3.6666666666666665,3.2222222222222223,34,36.5,31.5,42.5,27
31098,cegła,Do potrzymania suszarki z praniem.,402,p1,NA,TRUE,4,TRUE,2.9,3.9,3.3,3.4,3.3,2,2,2.5,5,5,0.0303030303030303,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,3,3,16,80.5,98.5,80,32
31297,cegła,do budowy,13,p1,NA,TRUE,1,TRUE,3.6,3.4,3.4,2.8,3.2,2,2,3,3.6,3.5,0.0303030303030303,1,0,0,2,0,0,0,0,0,0,3,5,1.3862943611198906,3,2.5454545454545454,2.6,3,3,34,30,50,40,43
31677,cegła,nagrzać na słońcu a potem postawić na niej garnek i coś podgrzać - np. wodę w garnku,335,p1,NA,TRUE,4,TRUE,3.6,3.9,3,3.4,3.4,2.25,1.25,4,4.4,4.5,0.15151515151515152,0,0,0,0,0,1,1,1,0,1,4,6,1.6094379124341003,3.1818181818181817,3.090909090909091,2.3,2.7777777777777777,2.111111111111111,23,46.5,25.5,62.5,27
31677,cegła,jako ogranicznik do przewracających się książek na półce,336,p2,NA,TRUE,4,TRUE,3.6,3.9,3,3.4,3.4,2.25,1.25,4,4.4,4.5,0.15151515151515152,0,0,0,0,0,1,1,1,0,1,4,6,1.6094379124341003,3.1818181818181817,3.090909090909091,2.3,2.7777777777777777,2.111111111111111,23,46.5,25.5,62.5,27
31807,cegła,na kwietnik,881,p1,NA,TRUE,2,TRUE,3.4,3.1,3.4,3.3,3.5,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,3,3,18,73.5,81,82,43
31809,cegła,nie wiem,886,p1,NA,TRUE,1,TRUE,4.1,3.8,4.6,4.3,4.4,5,4.75,4,3.8,4,0.06060606060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,25,81,69.5,26,43
32842,cegła,doniczka,182,p1,NA,TRUE,3,TRUE,3,4.3,2.9,3.4,3.7,4,2,1,6,5.5,0.24242424242424243,1,0,0,0,1,1,0,0,1,9,13,3,2.6390573296152584,3.909090909090909,3.272727272727273,2.7,2,3.2222222222222223,22,58,24,28,32
33423,cegła,podstawa pod ruszt do grila,470,p1,NA,TRUE,3,TRUE,3,3.9,3.8,3.2,3.3,3.5,2.5,2.5,4.8,4.666666666666667,0.09090909090909091,1,0,0,0,0,0,1,1,1,1,5,4,1.791759469228055,2.909090909090909,2.4545454545454546,2.4,3.3333333333333335,3,30,15.5,25,21,43
33423,cegła,jako stołek,471,p2,NA,TRUE,3,TRUE,3,3.9,3.8,3.2,3.3,3.5,2.5,2.5,4.8,4.666666666666667,0.09090909090909091,1,0,0,0,0,0,1,1,1,1,5,4,1.791759469228055,2.909090909090909,2.4545454545454546,2.4,3.3333333333333335,3,30,15.5,25,21,43
34929,cegła,Do ułożenia  podstawy ozdobnej na kwiaty,885,p1,NA,TRUE,2,TRUE,2.8,3.4,3,3.4,3.2,4,4.5,3.5,3.4,3.1666666666666665,0.06060606060606061,2,0,2,0,0,0,0,4,4,3,15,4,2.772588722239781,3.3636363636363638,3.1818181818181817,2.8,2.7777777777777777,3,31,65.5,52.5,54.5,36
36057,cegła,do rysowania,231,p1,NA,TRUE,3,TRUE,3.1,3.8,3.1,2.8,3.9,3.75,3,5,6,5.833333333333333,0.15151515151515152,0,0,0,1,0,2,1,1,1,1,7,5,2.0794415416798357,3.8181818181818183,3.727272727272727,3.2,3.111111111111111,3.3333333333333335,35,45.5,48,51,36
36107,cegła,noga do stolika,477,p1,NA,TRUE,3,TRUE,2.4,3.8,3.4,2,3.3,3,3,2.75,4.6,4.666666666666667,0,0,0,0,0,1,0,0,0,0,1,2,6,1.0986122886681098,3.1818181818181817,3.3636363636363638,2.5,2.888888888888889,3.111111111111111,29,45.5,42,44,36
36107,cegła,dwie cegły jako kuchenka,478,p2,NA,TRUE,3,TRUE,2.4,3.8,3.4,2,3.3,3,3,2.75,4.6,4.666666666666667,0,0,0,0,0,1,0,0,0,0,1,2,6,1.0986122886681098,3.1818181818181817,3.3636363636363638,2.5,2.888888888888889,3.111111111111111,29,45.5,42,44,36
36107,cegła,stolik,479,p3,NA,TRUE,3,TRUE,2.4,3.8,3.4,2,3.3,3,3,2.75,4.6,4.666666666666667,0,0,0,0,0,1,0,0,0,0,1,2,6,1.0986122886681098,3.1818181818181817,3.3636363636363638,2.5,2.888888888888889,3.111111111111111,29,45.5,42,44,36
36107,cegła,siedzisko,480,p4,NA,TRUE,3,TRUE,2.4,3.8,3.4,2,3.3,3,3,2.75,4.6,4.666666666666667,0,0,0,0,0,1,0,0,0,0,1,2,6,1.0986122886681098,3.1818181818181817,3.3636363636363638,2.5,2.888888888888889,3.111111111111111,29,45.5,42,44,36
36107,cegła,obciążnik,481,p5,NA,TRUE,2,TRUE,2.4,3.8,3.4,2,3.3,3,3,2.75,4.6,4.666666666666667,0,0,0,0,0,1,0,0,0,0,1,2,6,1.0986122886681098,3.1818181818181817,3.3636363636363638,2.5,2.888888888888889,3.111111111111111,29,45.5,42,44,36
36107,cegła,twarda poduszka,482,p6,NA,TRUE,4,TRUE,2.4,3.8,3.4,2,3.3,3,3,2.75,4.6,4.666666666666667,0,0,0,0,0,1,0,0,0,0,1,2,6,1.0986122886681098,3.1818181818181817,3.3636363636363638,2.5,2.888888888888889,3.111111111111111,29,45.5,42,44,36
36107,cegła,jako kreda do rysowania,483,p7,NA,TRUE,3,TRUE,2.4,3.8,3.4,2,3.3,3,3,2.75,4.6,4.666666666666667,0,0,0,0,0,1,0,0,0,0,1,2,6,1.0986122886681098,3.1818181818181817,3.3636363636363638,2.5,2.888888888888889,3.111111111111111,29,45.5,42,44,36
36274,cegła,do rozłupania orzecha,130,p1,NA,TRUE,3,TRUE,2,3.1,3.5,4.1,3.3,3.75,3.5,2,5,4.333333333333333,0,0,0,0,0,1,1,0,0,1,0,3,2,1.3862943611198906,3,3.090909090909091,2.6,3.111111111111111,3,24,52.5,83.5,29,36
39147,cegła,do wyrównania wysokości stołu,56,p1,NA,TRUE,3,TRUE,3.5,3.8,4.4,3.9,3.8,1,1,3.75,7,6.666666666666667,0.3333333333333333,0,0,1,1,4,3,1,1,1,22,34,4,3.5553480614894135,3.909090909090909,4.7272727272727275,2.3,2.111111111111111,3.3333333333333335,32,42.5,28.5,37,43
39533,cegła,Jako przycisk do papieru,284,p1,NA,TRUE,3,TRUE,2.9,2.9,2.6,2.9,4.2,5.25,5,3,5.4,5.166666666666667,0.2727272727272727,2,4,0,0,15,1,1,1,0,1,25,7,3.258096538021482,3.3636363636363638,3.6363636363636362,3.5,3.4444444444444446,3.3333333333333335,17,74.5,74.5,74.5,43
39533,cegła,podpórkę pod nogę stołu,285,p2,NA,TRUE,2,TRUE,2.9,2.9,2.6,2.9,4.2,5.25,5,3,5.4,5.166666666666667,0.2727272727272727,2,4,0,0,15,1,1,1,0,1,25,7,3.258096538021482,3.3636363636363638,3.6363636363636362,3.5,3.4444444444444446,3.3333333333333335,17,74.5,74.5,74.5,43
39533,cegła,element ozdobny w akwarium,286,p3,NA,TRUE,4,TRUE,2.9,2.9,2.6,2.9,4.2,5.25,5,3,5.4,5.166666666666667,0.2727272727272727,2,4,0,0,15,1,1,1,0,1,25,7,3.258096538021482,3.3636363636363638,3.6363636363636362,3.5,3.4444444444444446,3.3333333333333335,17,74.5,74.5,74.5,43
39533,cegła,balast torebki przy silnym wietrze,287,p4,NA,TRUE,5,TRUE,2.9,2.9,2.6,2.9,4.2,5.25,5,3,5.4,5.166666666666667,0.2727272727272727,2,4,0,0,15,1,1,1,0,1,25,7,3.258096538021482,3.3636363636363638,3.6363636363636362,3.5,3.4444444444444446,3.3333333333333335,17,74.5,74.5,74.5,43
39533,cegła,podstawkę pod cokolwiek,288,p5,NA,TRUE,2,TRUE,2.9,2.9,2.6,2.9,4.2,5.25,5,3,5.4,5.166666666666667,0.2727272727272727,2,4,0,0,15,1,1,1,0,1,25,7,3.258096538021482,3.3636363636363638,3.6363636363636362,3.5,3.4444444444444446,3.3333333333333335,17,74.5,74.5,74.5,43
39533,cegła,do zatkania dziury w murze.,289,p6,NA,TRUE,4,TRUE,2.9,2.9,2.6,2.9,4.2,5.25,5,3,5.4,5.166666666666667,0.2727272727272727,2,4,0,0,15,1,1,1,0,1,25,7,3.258096538021482,3.3636363636363638,3.6363636363636362,3.5,3.4444444444444446,3.3333333333333335,17,74.5,74.5,74.5,43
42079,cegła,na podstawkę pod miske psa,902,p1,NA,TRUE,2,TRUE,3,3.4,4.2,3.6,3.6,1,1.75,3.75,4.4,5,0.06060606060606061,0,0,0,0,0,1,0,1,0,1,3,0,1.3862943611198906,3.5454545454545454,2.1818181818181817,1.7,2.3333333333333335,2,24,97.5,98,98.5,36
43004,cegła,podstawka,827,p1,NA,TRUE,2,TRUE,4.1,4.2,2.9,2.7,4,2.5,1.25,3.75,5.6,5.666666666666667,0.2727272727272727,3,0,0,1,2,1,1,1,0,1,10,5,2.3978952727983707,3.6363636363636362,4.181818181818182,3.2,2.3333333333333335,2.6666666666666665,17,64,47.5,48,36
43004,cegła,nóżka pod stolik,828,p2,NA,TRUE,2,TRUE,4.1,4.2,2.9,2.7,4,2.5,1.25,3.75,5.6,5.666666666666667,0.2727272727272727,3,0,0,1,2,1,1,1,0,1,10,5,2.3978952727983707,3.6363636363636362,4.181818181818182,3.2,2.3333333333333335,2.6666666666666665,17,64,47.5,48,36
43004,cegła,sofę,829,p3,NA,TRUE,2,TRUE,4.1,4.2,2.9,2.7,4,2.5,1.25,3.75,5.6,5.666666666666667,0.2727272727272727,3,0,0,1,2,1,1,1,0,1,10,5,2.3978952727983707,3.6363636363636362,4.181818181818182,3.2,2.3333333333333335,2.6666666666666665,17,64,47.5,48,36
43512,cegła,Do dekoracji,593,p1,NA,TRUE,2,TRUE,4.5,4.3,3.7,2.8,3.9,2.25,3,4.75,6.8,5.5,0.30303030303030304,0,0,0,0,5,1,1,0,0,1,8,6,2.1972245773362196,4.090909090909091,4.090909090909091,3.6,2.6666666666666665,3.7777777777777777,20,25,54.5,27.5,32
43512,cegła,można wykonać na niej rysunki węglem.,594,p2,NA,TRUE,4,TRUE,4.5,4.3,3.7,2.8,3.9,2.25,3,4.75,6.8,5.5,0.30303030303030304,0,0,0,0,5,1,1,0,0,1,8,6,2.1972245773362196,4.090909090909091,4.090909090909091,3.6,2.6666666666666665,3.7777777777777777,20,25,54.5,27.5,32
44663,cegła,do siedzenia,113,p1,NA,TRUE,2,TRUE,2.4,3.4,3.1,2.6,2.6,2.5,2,2.75,2.8,3.3333333333333335,0,0,0,0,0,0,0,0,1,0,0,1,4,0.6931471805599453,2,2.090909090909091,1.7,1.6666666666666667,1.2222222222222223,21,41,62,22,43
45501,cegła,do rzucania,216,p1,NA,TRUE,2,TRUE,3.2,4.5,4.2,4.3,3.4,4.75,1.75,3.75,4.8,4.833333333333333,0.12121212121212122,0,0,0,0,0,1,0,1,1,1,4,4,1.6094379124341003,3.4545454545454546,2.6363636363636362,2.2,1.6666666666666667,3,22,61,58,38.5,27
45651,cegła,jako podpórka pod samochód gdy jest tylko jeden lewarek,307,p1,NA,TRUE,2,TRUE,2.5,3.9,3.9,3.2,3.2,3.25,3.25,3.5,5,5,0,0,0,0,0,0,0,0,1,0,1,2,4,1.0986122886681098,2.4545454545454546,2.1818181818181817,1.4,1.8888888888888888,2.111111111111111,25,60.5,45,39.5,27
46046,cegła,prezent urodzinowy,926,p1,NA,TRUE,4,TRUE,3.8,3.4,3.4,2.5,2.7,3.5,3,3.75,3.2,4,0.15151515151515152,0,0,0,0,0,0,0,14,0,1,15,7,2.772588722239781,3.6363636363636362,2.8181818181818183,1.3,2.6666666666666665,2.111111111111111,11,56.5,64,69,32
46132,cegła,Cegłę można nagrzać i wykorzystać do prasowania.,347,p1,NA,TRUE,5,TRUE,2.4,3.2,2.4,2.9,3.2,3,4,2,4.4,3.6666666666666665,0,0,0,1,0,0,9,0,3,1,0,14,8,2.70805020110221,2.909090909090909,2.8181818181818183,2.1,2.888888888888889,2.111111111111111,33,33.5,44,55.5,27
46619,cegła,jako ramke na zdjecia,218,p1,NA,TRUE,4,TRUE,3.4,4,3.8,2.2,3.8,5,3.5,4.5,5,5,0.24242424242424243,1,0,0,1,0,1,1,1,1,1,7,3,2.0794415416798357,4,3.8181818181818183,3.2,3.6666666666666665,3.5555555555555554,29,65,75.5,80,27
46801,cegła,żeby rozwalić komuś głowę,837,p1,NA,TRUE,2,TRUE,2,3.4,4.2,2.1,3.7,3.75,1.75,4,6,4.833333333333333,0.15151515151515152,0,0,0,0,0,1,0,1,0,1,3,6,1.3862943611198906,3.1818181818181817,2.272727272727273,1,1.2222222222222223,2.111111111111111,24,42,70.5,61,27
48146,cegła,Cegła może być użyta jako podstawka na półce z książkami stojącymi pionowo,89,p1,NA,TRUE,4,TRUE,3.5,3.7,4.6,2.5,4.6,3.5,2.5,5.25,7,7,0.12121212121212122,0,0,4,0,0,1,3,1,0,1,10,10,2.3978952727983707,3.3636363636363638,3.727272727272727,3.2,3.3333333333333335,3.2222222222222223,37,100,100,100,32
49037,cegła,do dekoracji mieszkania,883,p1,NA,TRUE,2,TRUE,2.5,2.2,2.4,3.3,2.6,1,1.25,2.25,2.6,2.1666666666666665,0.0303030303030303,0,0,0,0,0,0,0,0,0,1,1,3,0.6931471805599453,2.1818181818181817,2,2.5,2,2.2222222222222223,31,70,76,75,27
49818,cegła,jako materiał do tworzenia mebli,436,p1,NA,TRUE,2,TRUE,2.5,3.5,2.6,3.9,3.5,3.75,3.5,5,5.8,3.6666666666666665,0.24242424242424243,0,1,0,0,1,0,1,0,0,1,4,5,1.6094379124341003,3.090909090909091,3.6363636363636362,2.8,2.7777777777777777,3.3333333333333335,24,35,50,35.5,32
49818,cegła,jako kamień do pieczenia,437,p2,NA,TRUE,4,TRUE,2.5,3.5,2.6,3.9,3.5,3.75,3.5,5,5.8,3.6666666666666665,0.24242424242424243,0,1,0,0,1,0,1,0,0,1,4,5,1.6094379124341003,3.090909090909091,3.6363636363636362,2.8,2.7777777777777777,3.3333333333333335,24,35,50,35.5,32
49818,cegła,jako broń,438,p3,NA,TRUE,2,TRUE,2.5,3.5,2.6,3.9,3.5,3.75,3.5,5,5.8,3.6666666666666665,0.24242424242424243,0,1,0,0,1,0,1,0,0,1,4,5,1.6094379124341003,3.090909090909091,3.6363636363636362,2.8,2.7777777777777777,3.3333333333333335,24,35,50,35.5,32
49818,cegła,jako czerwoną kredę,439,p4,NA,TRUE,2,TRUE,2.5,3.5,2.6,3.9,3.5,3.75,3.5,5,5.8,3.6666666666666665,0.24242424242424243,0,1,0,0,1,0,1,0,0,1,4,5,1.6094379124341003,3.090909090909091,3.6363636363636362,2.8,2.7777777777777777,3.3333333333333335,24,35,50,35.5,32
49818,cegła,jako stepper do ćwiczeń,440,p5,NA,TRUE,4,TRUE,2.5,3.5,2.6,3.9,3.5,3.75,3.5,5,5.8,3.6666666666666665,0.24242424242424243,0,1,0,0,1,0,1,0,0,1,4,5,1.6094379124341003,3.090909090909091,3.6363636363636362,2.8,2.7777777777777777,3.3333333333333335,24,35,50,35.5,32
50125,cegła,Jako schodki,798,p1,NA,TRUE,3,TRUE,3.3,3.4,3.4,2.2,3.9,2.25,2.5,3.25,5,5,0.18181818181818182,24,1,1,0,20,1,1,1,3,1,53,5,3.9889840465642745,4.454545454545454,3.3636363636363638,3.9,2.7777777777777777,4.111111111111111,25,78,76,42,36
50125,cegła,lub podstawki,799,p2,NA,TRUE,2,TRUE,3.3,3.4,3.4,2.2,3.9,2.25,2.5,3.25,5,5,0.18181818181818182,24,1,1,0,20,1,1,1,3,1,53,5,3.9889840465642745,4.454545454545454,3.3636363636363638,3.9,2.7777777777777777,4.111111111111111,25,78,76,42,36
50185,cegła,jako podstawkę pod kubek do kawy,871,p1,NA,TRUE,2,TRUE,3.5,3.4,3.8,3.1,3.7,2.25,2,2.75,4.4,4.666666666666667,0,0,1,0,0,0,1,1,1,0,0,4,4,1.6094379124341003,3.909090909090909,4,3.2,3.7777777777777777,2.3333333333333335,23,60,64,60.5,27
50410,cegła,jako podstawka pod monitor,58,p1,NA,TRUE,3,TRUE,2.1,3.4,3.6,2.1,3.3,2.25,1,1,2,3.1666666666666665,0.06060606060606061,0,0,0,0,0,1,0,0,0,1,2,3,1.0986122886681098,3,2.5454545454545454,1.7,1.8888888888888888,2,30,31.5,33,21.5,43
50680,cegła,jako nietypowy przycisk do papieru,219,p1,NA,TRUE,3,TRUE,3.1,4,2.9,4,4.1,1.5,1,2.75,4,3,0.09090909090909091,0,0,0,0,0,0,0,1,0,0,1,3,0.6931471805599453,3,1.9090909090909092,2.1,2.111111111111111,1.5555555555555556,22,30.5,30,30,32
51313,cegła,Na półce z książkami,459,p1,NA,TRUE,4,TRUE,2.4,3.1,4.6,3.2,3.6,1.5,1.75,4,4,5,0.09090909090909091,0,0,0,0,1,0,0,1,0,1,3,9,1.3862943611198906,4,3.6363636363636362,3,3.5555555555555554,3.5555555555555554,33,98.5,99,64.5,36
51313,cegła,jako podstawkę pod garnek w kuchni,460,p2,NA,TRUE,4,TRUE,2.4,3.1,4.6,3.2,3.6,1.5,1.75,4,4,5,0.09090909090909091,0,0,0,0,1,0,0,1,0,1,3,9,1.3862943611198906,4,3.6363636363636362,3,3.5555555555555554,3.5555555555555554,33,98.5,99,64.5,36
51313,cegła,jako podstawka pod żelazko.,461,p3,NA,TRUE,5,TRUE,2.4,3.1,4.6,3.2,3.6,1.5,1.75,4,4,5,0.09090909090909091,0,0,0,0,1,0,0,1,0,1,3,9,1.3862943611198906,4,3.6363636363636362,3,3.5555555555555554,3.5555555555555554,33,98.5,99,64.5,36
51608,cegła,jako podporka do ksiazek na polce*),91,p1,NA,TRUE,4,TRUE,3.9,3.9,3.1,4.2,4,1,1,4,5,4.833333333333333,0.18181818181818182,0,0,0,0,1,1,0,0,0,1,3,7,1.3862943611198906,3.727272727272727,4.181818181818182,2.4,1.7777777777777777,3.111111111111111,32,24.5,50,40,32
52001,cegła,na podstawke,247,p1,NA,TRUE,2,TRUE,3.2,3.9,4.5,2.8,3.1,3.25,2.5,3.25,4,4.166666666666667,0.0303030303030303,0,0,0,0,0,0,0,1,0,1,2,2,1.0986122886681098,3,3,3,3,3,17,88,94.5,84.5,36
52066,cegła,Dziadek do orzechów,426,p1,NA,TRUE,3,TRUE,3.3,4,3.6,2.1,3.5,1,1.75,1,6,5.166666666666667,0.21212121212121213,1,0,0,0,0,1,1,1,0,0,4,7,1.6094379124341003,3.6363636363636362,3.090909090909091,1.9,3.7777777777777777,3.111111111111111,25,76,16,41,36
52717,cegła,ciężarek,165,p1,NA,TRUE,2,TRUE,3.1,3.4,3.6,3.5,3.1,5.25,4,3.25,4,3.6666666666666665,0,0,1,0,0,0,0,0,0,0,1,2,2,1.0986122886681098,2.5454545454545454,2,2.1,2.111111111111111,2.111111111111111,32,21,21,31,36
52732,cegła,przycisk do papieru,767,p1,NA,TRUE,3,TRUE,2.4,3.8,3,2.9,2.8,4,2.5,4,3.4,3.1666666666666665,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3.4545454545454546,3.272727272727273,1.4,2.7777777777777777,2.4444444444444446,22,79.5,45,60,36
52948,cegła,jako dziadka do orzechów,16,p1,NA,TRUE,3,TRUE,3.1,3.4,4.1,3,3.8,4.75,3.75,3.25,4.4,4.666666666666667,0,0,0,0,0,0,1,1,0,0,0,2,3,1.0986122886681098,2.6363636363636362,3,3,3.4444444444444446,3.2222222222222223,20,80,60.5,60.5,32
53288,cegła,nie wiem,876,p1,NA,TRUE,1,TRUE,3,3.5,3.3,3.4,3.3,4.5,6,5.5,4.6,5.333333333333333,0.06060606060606061,0,0,0,0,9,0,0,0,0,0,9,4,2.302585092994046,2.727272727272727,3.1818181818181817,3.2,3.6666666666666665,3.111111111111111,35,3.5,2.5,3.5,27
53810,cegła,Do zarabiania pieniędzy sprzedając ją dla mniejszych gabarytowo przechodniów.,348,p1,NA,TRUE,4,TRUE,3.1,3,2.7,1.8,3.9,5,6,2,4.4,5.833333333333333,0.36363636363636365,1,1,0,0,1,3,1,8,0,1,16,10,2.833213344056216,3.727272727272727,4.363636363636363,2.9,3.5555555555555554,3,25,55,58.5,54.5,27
