ID,prompt,cse1,cse2,cse3,cse4,cse5,cse6,cse7,cse8,cse9,cse10,cse11,age,sex,response_1,rater1_1,rater2_1,rater3_1,response_2,rater1_2,rater2_2,rater3_2,response_3,rater1_3,rater2_3,rater3_3,response_4,rater1_4,rater2_4,rater3_4,response_5,rater1_5,rater2_5,rater3_5,response_6,rater1_6,rater2_6,rater3_6,response_7,rater1_7,rater2_7,rater3_7,response_8,rater1_8,rater2_8,rater3_8,response_9,rater1_9,rater2_9,rater3_9,response_10,rater1_10,rater2_10,rater3_10,response_11,rater1_11,rater2_11,rater3_11,response_12,rater1_12,rater2_12,rater3_12,response_13,rater1_13,rater2_13,rater3_13,response_14,rater1_14,rater2_14,rater3_14,response_15,rater1_15,rater2_15,rater3_15,response_16,rater1_16,rater2_16,rater3_16,response_17,rater1_17,rater2_17,rater3_17,response_18,rater1_18,rater2_18,rater3_18,response_19,rater1_19,rater2_19,rater3_19,response_20,rater1_20,rater2_20,rater3_20,response_21,rater1_21,rater2_21,rater3_21
222,ladrillo,4,3,5,4,3,4,3,4,1,3,4,21,0,construir inmuebles,1,1,1,pisa papeles,4,2,2,equilibrar o balancear,3,2,2,decoración,4,2,2,arma defensa,4,1,2,escaleras o escalones,2,1,2,fuego,3,2,1,señalamiento,3,2,2,juegos o jueguete,4,2,2,pesas deporte,4,3,3,esculturas,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,ladrillo,5,5,4,4,4,4,2,3,4,5,4,22,1,construir inmuebles,1,1,1,romper o destruir,4,2,2,"tallar, grabar o rayar",3,2,2,soporte o base,2,1,1,contrapeso,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,ladrillo,5,5,5,5,5,4,5,5,5,5,5,20,1,construir inmuebles,1,1,1,plataforma,4,1,1,asientos,2,1,2,arma defensa,4,2,2,romper o destruir,4,1,2,cancha de fútbol,3,2,2,pesas deporte,4,3,3,regalo,3,2,2,equilibrar o balancear,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,ladrillo,4,4,4,4,3,4,4,4,4,3,5,24,0,construir inmuebles,1,1,1,decoración ,3,2,2,sostener,3,1,1,esculturas,5,1,1,asientos,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,ladrillo,3,2,4,2,3,5,2,3,4,2,3,18,1,construir inmuebles,1,1,1,arcilla,2,1,1,romper o destruir,4,2,2,decoración,4,2,2,"obstáculo para detener, frenar o topar",3,2,2,contrapeso,4,2,2,arma defensa,4,2,2,pisa papales,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,ladrillo,3,5,4,4,3,5,5,5,4,5,5,19,0,cubos,4,1,1,apilar,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,ladrillo,5,5,5,5,3,5,5,5,5,5,5,20,0,construir inmuebles,1,1,1,maquetas,5,1,1,arma defensa,4,2,2,equilibrar o balancear,3,2,2,esculturas,5,1,1,juegos o juguetes,4,2,2,muros o paredes,1,1,1,polvo,2,1,1,hacer pintura o colorante,3,2,2,asientos,2,1,2,escribir,3,2,2,pintar o dibujar,3,2,2,asador o parrilla,2,1,2,refugio animales,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,ladrillo,3,4,2,3,4,4,5,3,3,4,4,18,0,construir inmuebles,1,1,1,decoración,4,2,2,,,,,pintar o dibujar  ,3,2,2,mesas,2,2,2,chimeneas,1,1,1,decoración jardín,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,ladrillo,4,4,4,5,4,3,5,4,3,5,4,18,0,construir inmuebles,1,1,1,muros o paredes,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,ladrillo,4,5,3,5,4,4,5,5,4,5,4,21,0,construir inmuebles,1,1,1,pisa papeles,4,2,2,pintar o dibujar,3,2,2,"obstáculo para detener, frenar o topar",3,2,2,esculturas,5,1,1,escaleras o escalones,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,ladrillo,5,5,4,5,4,5,5,5,5,5,5,19,1,torres,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,ladrillo,4,5,5,5,3,4,5,5,4,5,5,21,1,construir inmuebles,1,1,1,arma defensa,4,2,2,escaleras o escalones,2,1,2,equilibrar o balancear,3,2,2,esculturas,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,ladrillo,4,4,3,3,4,3,5,5,4,4,3,21,0,construir inmuebles,1,1,1,asientos,2,1,2,pisa papeles,4,2,2,esculturas,5,1,1,arma defensa,4,2,2,ocultar,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,ladrillo,4,5,2,4,5,3,5,4,5,5,4,24,1,muros o paredes,1,1,1,decoración jardín,4,2,2,polvo,2,1,1,soporte o base,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,ladrillo,3,3,4,3,3,4,5,4,4,4,3,22,1,pisos,2,1,1,muros o paredes,1,1,1,torres,3,1,1,escaleras o escalones,2,1,2,barrera,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,ladrillo,1,1,4,2,1,3,1,1,1,1,1,19,0,construir inmuebles,1,1,1,muros o paredes,1,1,1,juegos o juguetes,4,2,2,polvo,2,1,1,escribir,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,ladrillo,4,3,4,4,3,5,2,3,3,3,4,24,0,construir inmuebles,1,1,1,escaleras o escalones,2,1,2,decoración jardín,4,2,2,asador o parrilla ,2,1,1,esculturas,5,1,1,decoración jardín,4,,,asientos,2,1,2,juegos o juguetes,4,2,2,pintar o dibujar ,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,ladrillo,3,2,4,3,3,4,2,3,4,3,4,19,1,construir inmuebles,1,1,1,pesas deporte,4,3,3,asientos,2,1,2,mesas,2,2,2,muebles,2,2,2,arma defensa,4,2,2,sostener,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,ladrillo,5,5,5,5,4,4,5,5,5,5,5,21,0,construir inmuebles,1,1,1,pintar o dibujar,3,2,2,esculturas,5,1,1,juegos o juguetes,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,ladrillo,5,5,4,5,5,5,5,5,5,5,5,24,0,construir inmuebles,1,1,1,pisa papeles,4,2,2,"obstáculo para detener, frenar o topar",3,2,2,escaleras o escalones,2,1,2,separador,3,2,2,decoración,4,2,2,albercas,4,2,2,juegos o juguetes,4,2,2,chimeneas,1,1,1,"tallar, grabar o rayar",3,2,2,calzado,3,2,2,asientos,2,1,2,muebles,2,2,2,sostener,3,1,1,pesas deporte,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,
242,ladrillo,5,5,4,5,5,3,5,4,4,5,5,22,1,pintar o dibujar,3,2,2,arma defensa,4,2,2,equilibrar o balancear,3,2,2,cancha de fútbol,3,2,2,albercas,4,1,2,delimitar superficies,3,2,2,romper o destruir ,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,ladrillo,5,5,4,5,4,4,3,3,4,5,4,18,0,construir inmuebles,1,1,1,fogatas,3,1,1,pisos,2,1,1,muros o paredes,1,1,1,chimeneas,1,1,1,equilibrar o balancear,3,2,2,muebles,2,2,2,asientos,2,1,2,arma defensa ,4,2,2,pesas deporte,4,3,3,karate,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,ladrillo,4,5,5,4,4,4,5,5,4,5,5,18,0,construir inmuebles,1,1,1,arma defensa,4,2,2,soporte o base,2,1,1,pintar o dibujar  ,3,2,2,romper o destruir,4,2,2,polvo,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,ladrillo,3,4,4,3,4,5,5,3,3,4,5,19,0,construir inmuebles,1,1,1,aislante de temperatura,4,3,3,juegos o juguetes,4,2,2,bardas,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,ladrillo,5,5,5,5,5,5,5,4,4,4,5,19,0,construir inmuebles,1,1,1,contrapeso,4,2,2,moldear o aplanar,5,1,2,escaleras o escalones,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,ladrillo,5,5,4,5,5,5,5,4,4,5,5,21,0,mesas,2,2,2,"obstáculo para detener, frenar o topar",3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,ladrillo, , , , , , , , , , , ,20,1,construir inmuebles,1,1,1,cancha de fútbol,3,2,2,,,,,pisos,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,ladrillo,4,4,4,3,4,4,3,4,4,3,4,24,1,construir inmuebles,1,1,1,cancha de fútbol,3,2,2,arma defensa,4,2,2,escaleras o escalones,2,1,1,pintar o dibujar,3,2,2,ocultar,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,ladrillo,5,5,5,5,5,4,5,4,4,5,4,21,0,construir inmuebles,1,1,1,cancha de fútbol,3,2,2,delimitar superficies,3,2,2,escaleras o escalones,2,1,2,pista,3,2,2,"obstáculo para detener, frenar o topar",3,2,2,arma defensa,4,2,2,esculturas,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,ladrillo,3,3,4,4,3,4,4,4,3,4,4,21,1,construir inmuebles,1,1,1,arma defensa,4,2,2,escaleras o escalones,2,1,2,asientos,2,1,2,pisa papeles,4,2,2,juegos o juguetes,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,ladrillo,2,2,3,2,2,3,2,3,3,2,2,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,ladrillo,4,5,4,5,4,4,4,4,4,4,3,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,ladrillo,5,5,5,5,4,4,5,5,4,4,5,24,1,construir inmuebles,1,1,1,puentes,2,1,1,escaleras o escalones,2,1,2,arcilla,2,1,1,muros o paredes,1,1,1,muebles,2,2,2,arma defensa,4,2,2,crear música,5,3,3,romper o destruir,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,ladrillo,5,4,5,5,4,5,4,5,5,4,4,22,0,construir inmuebles,1,1,1,"obstáculo para detener, frenar o topar",3,2,2,contrapeso,4,2,2,herramienta,3,2,2,arma defensa,4,2,2,pisa papeles,4,2,2,muros o paredes,1,1,1,chimeneas,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,ladrillo,4,5,4,4,4,5,5,4,4,5,5,22,0,construir inmuebles,1,1,1,escaleras o escalones,2,1,2,escribir,3,2,2,polvo,2,1,1,"obstáculo para detener, frenar o topar",3,2,2,soporte o base,2,1,1,decoración,4,2,2,esculturas,5,1,1,pisos,2,1,2,muebles,2,2,2,asientos,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,ladrillo,3,3,3,3,4,3,4,4,4,4,4,20,1,soporte o base,2,1,1,pesas deporte,4,3,3,pisa papeles,4,2,2,ocultar,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,ladrillo,4,4,5,5,5,4,5,4,5,4,5,19,1,juegos o juguetes,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,ladrillo,3,2,2,1,4,5,3,3,5,5,4,24,0,pisa papeles,4,2,2,esculturas,5,1,1,"tallar, grabar o rayar",3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,ladrillo,5,5,5,5,5,5,5,5,5,2,3,23,0,construir inmuebles,1,1,1,asientos,2,1,2,escaleras o escalones,2,1,2,muros o paredes,1,1,1,decoración jardín,4,2,2,asientos,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,ladrillo,5,5,4,4,3,4,5,4,5,5,5,19,1,construir inmuebles,1,1,2,escaleras o escalones,2,1,2,sostener,3,1,1,pisa papeles,4,2,2,juegos o juguetes,4,2,2,asientos,2,1,2,mesas,2,2,2,cocinar,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,ladrillo,4,5,4,4,4,4,5,4,5,5,4,21,1,construir inmuebles,1,1,1,mesas,2,2,2,pisa papeles,4,2,2,"obstáculo para detener, frenar o topar",3,1,2,polvo,2,1,1,pintar o dibujar ,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,ladrillo,5,3,3,4,4,3,4,4,3,5,4,22,0,escaleras o escalones,2,1,2,asientos,2,1,2,escribir,3,2,2,polvo,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,ladrillo,4,4,4,4,4,4,5,5,4,5,4,19,1,construir inmuebles,1,1,1,pisa papeles,4,2,2,"obstáculo para detener, frenar o topar",3,2,2,muros o paredes,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,ladrillo,3,2,5,3,2,5,2,4,5,5,5,19,1,construir inmuebles,1,1,1,arcilla,2,1,1,"obstáculo para detener, frenar o topar",3,2,2,equilibrar o balancear,3,2,2,decoración,4,2,2,asientos,2,1,2,pesas deporte,4,3,3,delimitar superficies,3,2,2,señalamiento,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,ladrillo,4,4,4,5,5,5,4,4,4,5,5,18,1,"obstáculo para detener, frenar o topar",3,2,2,arma defensa,4,2,2,asientos,2,1,2,soporte o base,2,1,1,pisa papeles,4,2,2,,,,,pesas deporte,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,ladrillo,3,3,4,4,2,3,3,4,4,3,3,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,ladrillo,4,4,4,4,4,4,3,4,4,3,4,27,0,soporte,2,1,1,construcción,1,1,1,base para tienda de campaña,4,1,2,piso,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,ladrillo,3,3,4,3,5,4,3,4,4,3,3,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,ladrillo,5,4,4,5,3,4,5,5,3,5,5,19,1,base,2,1,1,elevación para bajar algo,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,ladrillo,5,5,4,5,4,4,5,5,4,5,5,18,1,ejercitarse,4,3,2,sostener cosas,3,1,1,detener puertas,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,ladrillo,4,5,3,3,2,4,5,5,3,5,3,19,1,escaleras,2,1,2,pared,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,ladrillo,4,4,5,4,3,5,4,5,3,4,4,20,1,sostener objetos,3,1,1,crear figuras con él,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,ladrillo,2,2,4,3,3,4,2,3,3,3,5,19,1,una pared,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,ladrillo,4,3,3,3,3,4,3,4,4,3,3,20,1,pared,1,1,1,arco,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,ladrillo,4,4,4,4,4,5,4,4,5,4,4,18,0,la pared de una casa,1,1,1,la estructura de una chimenea,1,1,1,para la fabricación de un horno,1,1,1,como contra peso,4,2,2,para nivelar alguna estructura,3,2,2,para lanzar,3,2,2,construir una torre,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,ladrillo,4,4,2,3,4,3,4,3,3,3,5,18,0,jugar con él,4,2,2,hacer una torre,3,1,1,pintar con él,3,2,2,deshacerlo,2,2,2,hacer polvo,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,ladrillo,5,5,5,5,4,4,5,5,4,4,5,22,0,"un ladrillo lo podríamos usar como una maceta, crearle un hueco en medio y poner una planta pequeña",4,3,3,regularmente cuando éramos pequeños usábamos ladrillos para pintar el piso y por qué no crear unos gises de ese material,3,3,2,adorno,4,2,1,figuras,4,1,2,portaretrato,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,ladrillo,5,5,5,4,4,5,5,4,5,5,5,20,1,casa,1,1,1,escalón,2,1,2,torre de ladrillos,3,1,1,plataformas,3,1,1,para pintar el suelo,3,2,2,maceta,4,2,2,lanzar,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,ladrillo,4,3,4,4,3,4,4,3,3,5,4,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,ladrillo,4,4,5,5,4,5,3,4,4,3,3,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,ladrillo,4,5,5,5,4,5,5,5,5,4,4,33,0,acomodarlos en forma de  tres figuras,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,ladrillo,3,3,3,4,3,3,4,4,3,4,4,18,1,puede ser usado como contrapeso,4,2,2,como material para hacer ejercicio,4,3,2,como escalón,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,ladrillo,3,4,5,5,4,5,3,5,5,3,2,21,0,arma defensa,4,2,2,asientos,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,ladrillo,4,4,4,4,4,5,5,3,4,4,4,21,1,soporte o base,2,1,1,una mejor vista para los demás ladrillos,1,2,2,mejor seguimiento de la estructura,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,ladrillo,5,5,4,5,3,3,5,5,3,5,5,19,0,casa,1,1,1,fogata,3,1,1,polvo,2,2,1,escaleras o escalones,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,ladrillo,5,3,4,2,3,5,3,4,3,3,3,21,0,para tapar un hueco,4,2,2,para desviar el agua,3,2,2,para utilizarlo como banco,2,1,2,para usarlo si una pata de la cama está rota y ponerlo,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,ladrillo,4,5,4,5,3,4,5,4,3,5,5,22,1,construcción,1,1,1,,,,,,,,,,,,,bardas,1,1,1,decoraciones domésticas,4,2,2,arreglar un mueble,3,2,2,calzar algún artefacto,3,2,2,romper cosas,4,2,2,pintar,3,2,2,soporte o base,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,ladrillo,3,5,4,4,3,4,4,5,3,4,5,21,1,calzar un mueble,3,2,2,rellenar un hueco de la pared,4,2,1,para hacer lanzamientos,3,2,2,para romper cosas,4,2,2,para pintar,3,2,2,juegos,4,2,2,para delimitar un espacio,3,2,2,"obstáculo para detener, frenar o topar",3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,ladrillo,4,5,4,5,4,4,5,5,4,5,5,20,1,para construir una casa,1,1,1,para sostener un objeto,3,2,1,para darle mayor peso,4,2,2,para ponerlos de camino,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,ladrillo,4,3,5,4,5,4,3,4,4,1,3,25,1,pared,1,1,1,casa,1,1,1,puente,2,1,1,maceta,4,2,1,aventarlo,3,2,2,delimitar portería,5,2,2,,,,,pintura,3,2,2,karate,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,ladrillo,4,4,4,4,3,5,4,4,4,3,5,24,0,para construir un asador,2,1,1,fuego,3,2,2,base de maceta,4,2,1,"obstáculo para detener, frenar o topar",3,2,2,usarlo de banco para alcanzar cosas,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,ladrillo,3,2,1,3,2,3,3,2,2,3,2,27,0,piso,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,ladrillo,3,4,3,4,3,4,4,3,3,4,1,32,0,usarlo de banco para alcanzar cosas,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,ladrillo,4,4,4,4,4,3,4,5,4,4,4,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,ladrillo,2,3,3,3,1,2,5,3,3,3,3,32,0,construcción,1,1,1,sostener objetos,3,2,1,sentarse,2,1,2,apoyarse,3,1,1,usarlo de banco para alcanzar cosas,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,ladrillo,5,5,5,5,4,5,5,5,5,5,5,28,1,casa,1,1,1,detener puertas,3,2,2,,,,,bardas,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,ladrillo,5,5,4,5,4,4,5,4,5,5,5,25,0,muro,1,1,1,arco,2,1,1,casa,1,1,1,banquito,2,2,2,chimenea,1,1,1,temazcal,1,2,1,contenedor,4,1,2,mostrador,4,1,2,parrilla,2,1,1,puente,2,1,1,lápida,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,ladrillo,5,5,5,5,5,5,5,5,5,5,5,33,0,pisapapeles,4,2,2,construir una pared,1,1,1,aplanar algo,5,1,2,contrapeso,4,2,2,raspar algo,3,2,2,afilar,3,2,2,moler o machacar,4,1,2,tapar un hueco menor a su tamaño,4,2,1,golpear y romper algo,4,2,2,como mascota,2,1,2,,,,,escultura,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,ladrillo,5,5,5,5,5,5,5,5,5,5,5,37,1,romper un vidrio,3,2,2,detener libros,3,2,2,subir y alcanzar algo,3,2,2,pegarle a alguien,3,2,2,para amarrar algo y que se vaya al fondo de un lago,4,2,3,para hacer una rampa de bicicleta,3,1,2,para calzar una mesa,3,2,2,para cocinar pizzas,1,1,1,para marcar una portería,5,2,2,para hacer gis,3,2,2,para defenderme,4,2,2,en lugar de una pelota,3,1,1,para construir una pared chiquita,1,1,1,como plomada en la construcción,1,1,1,para ahorrar agua en la taza del baño,2,2,2,para hacer una maqueta,5,2,2,para sentarse,2,2,2,para detener una puerta,3,2,2,para nivelar una balanza,3,2,2,para determinar el volumen de agua en una tina,2,2,2,,,,
534,ladrillo,5,3,3,5,4,4,3,3,4,5,5,40,1,esculturas,5,1,1,pisa papeles,4,2,2,arma defensa,4,2,2,pared,1,1,1,piso,2,1,2,estufa,3,1,1,comal,3,1,1,almohada,2,1,2,silla,2,1,2,masajeador,3,2,2,makiwara-punch bag,1,3,2,,,,,maceta,4,2,2,rascarse,3,2,2,plato,3,2,2,parte del drenaje,4,2,2,para sostener libros,3,2,2,para hacer polvo cerámico,3,2,2,para absorber agua,3,2,2,filtro de estanque,4,2,2,estabilizador de suelos,3,2,2
