"ID","prompt","response","set","rater1","rater2","rater3","RAPM-Gf","BFI-Extraversion","BFI-Agreeableness","BFI-Consciousness","BFI-Openness","BFI-Neuroticism"
1301,"деревянная линейка","Можно выложить пол (как линолеум); стену",1,2,3,3,NA,NA,NA,NA,NA,NA
1302,"деревянная линейка","Можно вырезать украшения и игрушки",1,3,3,2,NA,NA,NA,NA,NA,NA
1303,"деревянная линейка","Можно делать ей пробор в причёске",1,3,4,4,NA,NA,NA,NA,NA,NA
1304,"деревянная линейка","Можно зажечь - ""Бенгальский огонёк""",1,3,2,3,NA,NA,NA,NA,NA,NA
1305,"деревянная линейка","Можно из линейки сделать макет дерева, напр., путём срезания с конца линейки стружек",1,3,5,3,NA,NA,NA,NA,NA,NA
1306,"деревянная линейка","Можно использовать для самообороны",1,3,2,2,NA,NA,NA,NA,NA,NA
1307,"деревянная линейка","Можно использовать её как недостающую часть стенки, какого-то небольшого предмета",1,2,3,2,NA,NA,NA,NA,NA,NA
1308,"деревянная линейка","Можно использовать как материал для костра",1,2,2,2,NA,NA,NA,NA,NA,NA
1309,"деревянная линейка","Можно наложить как шину при переломе",1,3,3,2,NA,NA,NA,NA,NA,NA
1310,"деревянная линейка","Можно написать цитаты из книг и украсить ими книжные полки",1,5,4,4,NA,NA,NA,NA,NA,NA
1311,"деревянная линейка","Можно построить домик из большого количества дер. линеек, используя их как дощечки",1,3,3,3,NA,NA,NA,NA,NA,NA
1312,"деревянная линейка","Можно расписать и использовать как украшение",1,3,3,3,NA,NA,NA,NA,NA,NA
1313,"деревянная линейка","Можно рисовать на ней",1,2,2,3,NA,NA,NA,NA,NA,NA
1314,"деревянная линейка","Можно сделать её частью какой-то скульптуры",1,3,3,3,NA,NA,NA,NA,NA,NA
1315,"деревянная линейка","Можно сделать стул или другую мебель",1,3,2,3,NA,NA,NA,NA,NA,NA
1316,"деревянная линейка","Можно склеить коробки или дом для птиц (скворечник)",1,4,2,4,NA,NA,NA,NA,NA,NA
1317,"деревянная линейка","Можно чесать спину",1,2,3,2,NA,NA,NA,NA,NA,NA
1318,"деревянная линейка","Можно чесаться ею",1,2,3,2,NA,NA,NA,NA,NA,NA
1319,"деревянная линейка","Молоток",1,3,3,4,NA,NA,NA,NA,NA,NA
1320,"деревянная линейка","Молоток",1,3,3,4,NA,NA,NA,NA,NA,NA
1321,"деревянная линейка","Молоток",1,3,3,4,NA,NA,NA,NA,NA,NA
1322,"деревянная линейка","Мост",1,3,3,3,NA,NA,NA,NA,NA,NA
1323,"деревянная линейка","Мост для кузнечиков",1,3,3,3,NA,NA,NA,NA,NA,NA
1324,"деревянная линейка","Мост для хомячка",1,3,3,3,NA,NA,NA,NA,NA,NA
1325,"деревянная линейка","Мостик",1,3,3,3,NA,NA,NA,NA,NA,NA
1326,"деревянная линейка","Мостик для муравья",1,3,3,3,NA,NA,NA,NA,NA,NA
1327,"деревянная линейка","Музыкальный инструмент",1,3,3,2,NA,NA,NA,NA,NA,NA
1328,"деревянная линейка","Музыкальный инструмент",1,3,3,2,NA,NA,NA,NA,NA,NA
1329,"деревянная линейка","Музыкальный инструмент",1,3,3,2,NA,NA,NA,NA,NA,NA
1330,"деревянная линейка","Музыкальный инструмент",1,3,3,2,NA,NA,NA,NA,NA,NA
1331,"деревянная линейка","Музыкальный инструмент",1,3,3,2,NA,NA,NA,NA,NA,NA
1332,"деревянная линейка","Музыкальный инструмент",1,3,3,2,NA,NA,NA,NA,NA,NA
1333,"деревянная линейка","Музыкальный инструмент",1,3,3,2,NA,NA,NA,NA,NA,NA
1334,"деревянная линейка","Мухобойка",1,2,2,2,NA,NA,NA,NA,NA,NA
1335,"деревянная линейка","Мухобойка",1,2,2,2,NA,NA,NA,NA,NA,NA
1336,"деревянная линейка","На занавесках (декор, и сами занавески)",1,5,2,3,NA,NA,NA,NA,NA,NA
1337,"деревянная линейка","На картине - элемент рисунка",1,3,3,3,NA,NA,NA,NA,NA,NA
1338,"деревянная линейка","На край стола - катапульта",1,3,2,2,NA,NA,NA,NA,NA,NA
1339,"деревянная линейка","На ней можно бренчать",1,3,2,2,NA,NA,NA,NA,NA,NA
1340,"деревянная линейка","Намазать ей что-нибудь",1,2,3,2,NA,NA,NA,NA,NA,NA
1341,"деревянная линейка","Направляющая для стрельбы (мушка)",1,4,2,4,NA,NA,NA,NA,NA,NA
1342,"деревянная линейка","Нарезать на фрагменты: для домино (дорисовать точки)",1,5,4,4,NA,NA,NA,NA,NA,NA
1343,"деревянная линейка","Нарисовать красками пейзаж",1,4,3,3,NA,NA,NA,NA,NA,NA
1344,"деревянная линейка","Нарисовать на ней красками и повесить на стену/ продать в музей",1,3,3,4,NA,NA,NA,NA,NA,NA
1345,"деревянная линейка","Настил (если много)",1,3,3,3,NA,NA,NA,NA,NA,NA
1346,"деревянная линейка","Настругать стружек",1,2,3,2,NA,NA,NA,NA,NA,NA
1347,"деревянная линейка","Неон",1,1,1,1,NA,NA,NA,NA,NA,NA
1348,"деревянная линейка","Нож",1,3,3,3,NA,NA,NA,NA,NA,NA
1349,"деревянная линейка","Нож",1,3,3,3,NA,NA,NA,NA,NA,NA
1350,"деревянная линейка","Нож",1,3,3,3,NA,NA,NA,NA,NA,NA
1351,"деревянная линейка","Нож",1,3,3,3,NA,NA,NA,NA,NA,NA
1352,"деревянная линейка","Нож для масла",1,3,3,3,NA,NA,NA,NA,NA,NA
1353,"деревянная линейка","Нож для мягких материалов",1,3,3,3,NA,NA,NA,NA,NA,NA
1354,"деревянная линейка","Обжечь и рисовать",1,3,4,3,NA,NA,NA,NA,NA,NA
1355,"деревянная линейка","Обжечь и сделать лезвие/оружие",1,3,2,3,NA,NA,NA,NA,NA,NA
1356,"деревянная линейка","Обмакнуть в краску и рисовать",1,4,3,3,NA,NA,NA,NA,NA,NA
1357,"деревянная линейка","Обрезать бумагу (если нет ножниц)",1,3,3,3,NA,NA,NA,NA,NA,NA
1358,"деревянная линейка","Обрисовать по контуру прямоугольник",1,2,2,2,NA,NA,NA,NA,NA,NA
1359,"деревянная линейка","Обучиться с помощью её звука по азбуке Морзе",1,5,5,5,NA,NA,NA,NA,NA,NA
1360,"деревянная линейка","Огонь разжечь",1,2,2,2,NA,NA,NA,NA,NA,NA
1361,"деревянная линейка","Один из ""ножей"" росомахи",1,3,3,4,NA,NA,NA,NA,NA,NA
1362,"деревянная линейка","Опора для гороха",1,2,2,2,NA,NA,NA,NA,NA,NA
1363,"деревянная линейка","Опора для цветка в горшке",1,2,2,2,NA,NA,NA,NA,NA,NA
1364,"деревянная линейка","Опора конструкции",1,2,2,2,NA,NA,NA,NA,NA,NA
1365,"деревянная линейка","Опора, каркас для модели",1,2,2,2,NA,NA,NA,NA,NA,NA
1366,"деревянная линейка","Орудие (копать, резать..)",1,3,2,2,NA,NA,NA,NA,NA,NA
1367,"деревянная линейка","Орудие для защиты",1,3,2,2,NA,NA,NA,NA,NA,NA
1368,"деревянная линейка","Оружие",1,3,2,2,NA,NA,NA,NA,NA,NA
1369,"деревянная линейка","Оружие",1,3,2,2,NA,NA,NA,NA,NA,NA
1370,"деревянная линейка","Оружие",1,3,2,2,NA,NA,NA,NA,NA,NA
1371,"деревянная линейка","Оружие - можно ударить кого-то",1,3,2,2,NA,NA,NA,NA,NA,NA
1372,"деревянная линейка","Оружие наказания",1,3,2,2,NA,NA,NA,NA,NA,NA
1373,"деревянная линейка","Основа для куклы на палочке",1,3,3,3,NA,NA,NA,NA,NA,NA
1374,"деревянная линейка","Основа сооружения из канцелярских принадлежностей",1,2,2,3,NA,NA,NA,NA,NA,NA
1375,"деревянная линейка","Основная часть катапульты",1,3,2,2,NA,NA,NA,NA,NA,NA
1376,"деревянная линейка","Отбивать ритм",1,3,3,2,NA,NA,NA,NA,NA,NA
1377,"деревянная линейка","Отбивать что-то",1,3,2,2,NA,NA,NA,NA,NA,NA
1378,"деревянная линейка","Отвёртка (плоская)",1,4,4,4,NA,NA,NA,NA,NA,NA
1379,"деревянная линейка","Отковырять что-нибудь (например, крышку)",1,3,3,3,NA,NA,NA,NA,NA,NA
1380,"деревянная линейка","Отколоть кусок линейки и использовать как зубочистку",1,3,3,3,NA,NA,NA,NA,NA,NA
1381,"деревянная линейка","Открывалка",1,3,3,3,NA,NA,NA,NA,NA,NA
1382,"деревянная линейка","Открытка",1,4,1,1,NA,NA,NA,NA,NA,NA
1383,"деревянная линейка","Открыть дверь (замок)",1,3,3,4,NA,NA,NA,NA,NA,NA
1384,"деревянная линейка","Отпугивать птиц в огороде (вместо чучела)",1,4,1,3,NA,NA,NA,NA,NA,NA
1385,"деревянная линейка","Отрегулировать стол/шкаф, чтобы не качался",1,2,2,3,NA,NA,NA,NA,NA,NA
1386,"деревянная линейка","Отрезав куски от линейки и соединив их вместе, можно сделать подставку под шкаф или стол",1,2,2,3,NA,NA,NA,NA,NA,NA
1387,"деревянная линейка","Отремонтировать предмет мебели",1,2,3,3,NA,NA,NA,NA,NA,NA
1388,"деревянная линейка","Оттирать жвачку",1,3,4,3,NA,NA,NA,NA,NA,NA
1389,"деревянная линейка","Оттягивая конец линейки, шлёпать",1,3,2,2,NA,NA,NA,NA,NA,NA
1390,"деревянная линейка","Отчертить правильные линии",1,1,1,1,NA,NA,NA,NA,NA,NA
1391,"деревянная линейка","Оформить ею рамку для фото",1,4,3,2,NA,NA,NA,NA,NA,NA
1392,"деревянная линейка","Палка для подвязки цветов",1,2,2,2,NA,NA,NA,NA,NA,NA
1393,"деревянная линейка","Палки (к лыжам)",1,4,4,4,NA,NA,NA,NA,NA,NA
1394,"деревянная линейка","Палочка дирижёра",1,4,4,4,NA,NA,NA,NA,NA,NA
1395,"деревянная линейка","Палочка для мороженного",1,3,3,4,NA,NA,NA,NA,NA,NA
1396,"деревянная линейка","Палочка для табличек, картин и т. д.",1,3,3,3,NA,NA,NA,NA,NA,NA
1397,"деревянная линейка","Палочки а-ля китайские (как столовый прибор)",1,3,3,4,NA,NA,NA,NA,NA,NA
1398,"деревянная линейка","Палочки для жребия",1,3,4,4,NA,NA,NA,NA,NA,NA
1399,"деревянная линейка","Паркет",1,2,3,3,NA,NA,NA,NA,NA,NA
1400,"деревянная линейка","Перегибать через линейку листы бумаги, чтобы аккуратно их разорвать",1,3,3,3,NA,NA,NA,NA,NA,NA
1401,"деревянная линейка","Передвигать шахматы на доске",1,2,4,4,NA,NA,NA,NA,NA,NA
1402,"деревянная линейка","Перекладина для чего-либо",1,3,3,2,NA,NA,NA,NA,NA,NA
1403,"деревянная линейка","Перенести огонь",1,3,4,3,NA,NA,NA,NA,NA,NA
1404,"деревянная линейка","Пилить ей стол",1,3,2,3,NA,NA,NA,NA,NA,NA
1405,"деревянная линейка","Пиратская повязка на глаз",1,4,1,3,NA,NA,NA,NA,NA,NA
1406,"деревянная линейка","Писать на ней шпаргалки",1,5,4,4,NA,NA,NA,NA,NA,NA
1407,"деревянная линейка","Платье/одежда",1,4,1,3,NA,NA,NA,NA,NA,NA
1408,"деревянная линейка","Плинтус",1,4,3,2,NA,NA,NA,NA,NA,NA
1409,"деревянная линейка","Плитка на стенах",1,2,3,3,NA,NA,NA,NA,NA,NA
1410,"деревянная линейка","Плот для грызуна",1,4,4,4,NA,NA,NA,NA,NA,NA
1411,"деревянная линейка","Плот для муравьёв",1,4,4,4,NA,NA,NA,NA,NA,NA
1412,"деревянная линейка","По линейке отрывать бумагу",1,3,3,3,NA,NA,NA,NA,NA,NA
1413,"деревянная линейка","Поверхность для изображений",1,2,2,3,NA,NA,NA,NA,NA,NA
1414,"деревянная линейка","Повесить как бусы",1,4,2,4,NA,NA,NA,NA,NA,NA
1415,"деревянная линейка","Подарить другу вместе с перлой на ДР",1,4,1,3,NA,NA,NA,NA,NA,NA
1416,"деревянная линейка","Подарить её прохожему",1,2,1,3,NA,NA,NA,NA,NA,NA
1417,"деревянная линейка","Подарить математичке",1,4,2,3,NA,NA,NA,NA,NA,NA
1418,"деревянная линейка","Подвязать к ней растение",1,2,2,2,NA,NA,NA,NA,NA,NA
1419,"деревянная линейка","Подвязать растение",1,2,2,2,NA,NA,NA,NA,NA,NA
1420,"деревянная линейка","Поддержать падающую,клонящуюся мебель, равновесие",1,2,2,2,NA,NA,NA,NA,NA,NA
1421,"деревянная линейка","Поддерживать растение",1,2,2,2,NA,NA,NA,NA,NA,NA
1422,"деревянная линейка","Поддерживать цветок",1,2,2,2,NA,NA,NA,NA,NA,NA
1423,"деревянная линейка","Поддержка для растения",1,2,2,2,NA,NA,NA,NA,NA,NA
1424,"деревянная линейка","Поддеть что-либо",1,2,2,3,NA,NA,NA,NA,NA,NA
1425,"деревянная линейка","Поджёг",1,2,2,2,NA,NA,NA,NA,NA,NA
1426,"деревянная линейка","Поджечь",1,2,2,2,NA,NA,NA,NA,NA,NA
1427,"деревянная линейка","Поджечь для костра",1,2,2,2,NA,NA,NA,NA,NA,NA
1428,"деревянная линейка","Поджечь, сделать костёр",1,2,2,2,NA,NA,NA,NA,NA,NA
1429,"деревянная линейка","Подкладывать в щели дверей, окон, чтобы те лучше закрывались, не пропускали воздух",1,3,3,3,NA,NA,NA,NA,NA,NA
1430,"деревянная линейка","Подкладка под чего-то",1,2,2,2,NA,NA,NA,NA,NA,NA
1431,"деревянная линейка","Подкладывать под дверь чтобы не закрывалась",1,2,2,2,NA,NA,NA,NA,NA,NA
1432,"деревянная линейка","Подложить",1,2,2,2,NA,NA,NA,NA,NA,NA
1433,"деревянная линейка","Подложить под мебель",1,2,2,2,NA,NA,NA,NA,NA,NA
1434,"деревянная линейка","Подложить под ножку стола, который качается",1,2,2,2,NA,NA,NA,NA,NA,NA
1435,"деревянная линейка","Подложить под руку чтобы не смазать рисунок",1,3,4,3,NA,NA,NA,NA,NA,NA
1436,"деревянная линейка","Подложить под шатающийся стол/стул",1,2,2,2,NA,NA,NA,NA,NA,NA
1437,"деревянная линейка","Подложка для книг",1,3,1,3,NA,NA,NA,NA,NA,NA
1438,"деревянная линейка","Поднос",1,3,2,3,NA,NA,NA,NA,NA,NA
1439,"деревянная линейка","Подпереть ей какую-нибудь дырку",1,2,2,2,NA,NA,NA,NA,NA,NA
1440,"деревянная линейка","Подпереть стол",1,2,2,2,NA,NA,NA,NA,NA,NA
1441,"деревянная линейка","Подпереть стол, который качается",1,2,2,2,NA,NA,NA,NA,NA,NA
1442,"деревянная линейка","Подпирать открытое окно",1,3,2,2,NA,NA,NA,NA,NA,NA
1443,"деревянная линейка","Подпорка",1,2,2,2,NA,NA,NA,NA,NA,NA
1444,"деревянная линейка","Подпорка",1,2,2,2,NA,NA,NA,NA,NA,NA
1445,"деревянная линейка","Подпорка для двери",1,3,2,2,NA,NA,NA,NA,NA,NA
1446,"деревянная линейка","Подпорка для книги",1,3,2,3,NA,NA,NA,NA,NA,NA
1447,"деревянная линейка","Подпорка для растений молодых",1,2,2,2,NA,NA,NA,NA,NA,NA
1448,"деревянная линейка","Подпорка под дверь",1,3,2,2,NA,NA,NA,NA,NA,NA
1449,"деревянная линейка","Подпорка под ножку мебели",1,2,2,2,NA,NA,NA,NA,NA,NA
1450,"деревянная линейка","Подпорки для растений",1,2,2,2,NA,NA,NA,NA,NA,NA
1451,"деревянная линейка","Подставка",1,2,2,2,NA,NA,NA,NA,NA,NA
1452,"деревянная линейка","Подставка",1,2,2,2,NA,NA,NA,NA,NA,NA
1453,"деревянная линейка","Подставка",1,2,2,2,NA,NA,NA,NA,NA,NA
1454,"деревянная линейка","Подставка (подложить под ножку стула)",1,2,2,2,NA,NA,NA,NA,NA,NA
1455,"деревянная линейка","Подставка для мебели (замена сломанной ножки)",1,2,2,2,NA,NA,NA,NA,NA,NA
1456,"деревянная линейка","Подставка для палочек благовония",1,3,4,3,NA,NA,NA,NA,NA,NA
1457,"деревянная линейка","Подставка под качающийся стол",1,2,2,2,NA,NA,NA,NA,NA,NA
1458,"деревянная линейка","Подставка под ножку стола (чтобы не шатался)",1,2,2,2,NA,NA,NA,NA,NA,NA
1459,"деревянная линейка","Подставка под что-либо",1,2,2,2,NA,NA,NA,NA,NA,NA
1460,"деревянная линейка","Подставка, чтобы что-то не закрывалось",1,3,2,2,NA,NA,NA,NA,NA,NA
1461,"деревянная линейка","Полка настенная",1,3,2,4,NA,NA,NA,NA,NA,NA
1462,"деревянная линейка","Положить между двух кубиков и заставить бегать хомячка",1,4,3,4,NA,NA,NA,NA,NA,NA
1463,"деревянная линейка","Помешать блюдо (кашу, например) при неимении ложки",1,2,3,3,NA,NA,NA,NA,NA,NA
1464,"деревянная линейка","Помешать сахар в чае",1,2,3,3,NA,NA,NA,NA,NA,NA
1465,"деревянная линейка","Поранить врага",1,3,2,3,NA,NA,NA,NA,NA,NA
1466,"деревянная линейка","Поставить в горшок, чтобы придерживать растение",1,2,2,2,NA,NA,NA,NA,NA,NA
1467,"деревянная линейка","Поставить на ребро",1,2,1,1,NA,NA,NA,NA,NA,NA
1468,"деревянная линейка","Построить из линеек избу",1,3,3,3,NA,NA,NA,NA,NA,NA
1469,"деревянная линейка","Построить кукольный домик",1,3,4,3,NA,NA,NA,NA,NA,NA
1470,"деревянная линейка","Посуда",1,3,3,2,NA,NA,NA,NA,NA,NA
1471,"деревянная линейка","Почесать спину",1,2,3,2,NA,NA,NA,NA,NA,NA
1472,"деревянная линейка","Почесать спину",1,2,3,2,NA,NA,NA,NA,NA,NA
1473,"деревянная линейка","Почесать участок спины, до которого не достаёшь",1,2,3,2,NA,NA,NA,NA,NA,NA
1474,"деревянная линейка","Почесаться",1,2,3,2,NA,NA,NA,NA,NA,NA
1475,"деревянная линейка","Предмет для подпорки мебели",1,2,2,2,NA,NA,NA,NA,NA,NA
1476,"деревянная линейка","Предмет для почёсывания",1,2,3,2,NA,NA,NA,NA,NA,NA
1477,"деревянная линейка","Предмет для причинения физической боли",1,3,2,2,NA,NA,NA,NA,NA,NA
1478,"деревянная линейка","Предмет наказания",1,3,2,2,NA,NA,NA,NA,NA,NA
1479,"деревянная линейка","Предметы быта",1,2,1,1,NA,NA,NA,NA,NA,NA
1480,"деревянная линейка","При желании можно разрезать что-то мягкое кантом",1,3,3,2,NA,NA,NA,NA,NA,NA
1481,"деревянная линейка","При стрессе послужит хорошим антидепрессантом",1,5,1,3,NA,NA,NA,NA,NA,NA
1482,"деревянная линейка","Прибор для измерения скорости ветра",1,4,1,4,NA,NA,NA,NA,NA,NA
1483,"деревянная линейка","Привязать сломанный палец (зафиксировать)",1,3,3,2,NA,NA,NA,NA,NA,NA
1484,"деревянная линейка","Привязывать к спине - исправление осанки",1,3,4,4,NA,NA,NA,NA,NA,NA
1485,"деревянная линейка","Придавать что-нибудь",1,1,2,1,NA,NA,NA,NA,NA,NA
1486,"деревянная линейка","Прикрепить к ручке - самолётик",1,3,3,3,NA,NA,NA,NA,NA,NA
1487,"деревянная линейка","Приспособления для формирования пробора на голове (в волосах)",1,3,4,4,NA,NA,NA,NA,NA,NA
1488,"деревянная линейка","Проверить готовность пирога",1,4,3,4,NA,NA,NA,NA,NA,NA
1489,"деревянная линейка","Проверить наличие и глубину щели, засовывая линейку",1,1,4,4,NA,NA,NA,NA,NA,NA
1490,"деревянная линейка","Провести физический эксперимент, несколько раз размочив/высушив",1,3,3,4,NA,NA,NA,NA,NA,NA
1491,"деревянная линейка","Продать",1,2,1,2,NA,NA,NA,NA,NA,NA
1492,"деревянная линейка","Прокладка деревянных окон",1,4,3,3,NA,NA,NA,NA,NA,NA
1493,"деревянная линейка","Проколоть дырку острым концом",1,4,3,3,NA,NA,NA,NA,NA,NA
1494,"деревянная линейка","Пустить на опилки и сделать лоток для кошек",1,3,4,3,NA,NA,NA,NA,NA,NA
1495,"деревянная линейка","Развести костёр",1,2,2,2,NA,NA,NA,NA,NA,NA
1496,"деревянная линейка","Разводить костёр",1,2,2,2,NA,NA,NA,NA,NA,NA
1497,"деревянная линейка","Разводить костёр",1,2,2,2,NA,NA,NA,NA,NA,NA
1498,"деревянная линейка","Разглаживание страниц",1,3,3,4,NA,NA,NA,NA,NA,NA
1499,"деревянная линейка","Разграничитель в ящике",1,4,3,4,NA,NA,NA,NA,NA,NA
1500,"деревянная линейка","Раздавать щелбаны",1,3,2,2,NA,NA,NA,NA,NA,NA
1501,"деревянная линейка","Разделитель для ящика/контейнера",1,4,3,4,NA,NA,NA,NA,NA,NA
1502,"деревянная линейка","Разжечь костёр",1,2,2,2,NA,NA,NA,NA,NA,NA
1503,"деревянная линейка","Разжечь костёр",1,2,2,2,NA,NA,NA,NA,NA,NA
1504,"деревянная линейка","Разжечь огонь",1,2,2,2,NA,NA,NA,NA,NA,NA
1505,"деревянная линейка","Разжигать костёр = дрова",1,2,2,2,NA,NA,NA,NA,NA,NA
1506,"деревянная линейка","Разломать и использовать как растопку",1,2,2,2,NA,NA,NA,NA,NA,NA
1507,"деревянная линейка","Разломать и кидать в кого-то",1,2,2,2,NA,NA,NA,NA,NA,NA
1508,"деревянная линейка","Разломать и сделать руны",1,5,3,4,NA,NA,NA,NA,NA,NA
1509,"деревянная линейка","Разломать и смастерить домик (на подобии спичечного)",1,3,3,3,NA,NA,NA,NA,NA,NA
1510,"деревянная линейка","Разломить n раз вдоль - зубочистки",1,3,3,3,NA,NA,NA,NA,NA,NA
1511,"деревянная линейка","Разломить и построить новую фигурку",1,3,3,3,NA,NA,NA,NA,NA,NA
1512,"деревянная линейка","Размешивать ею колер с основной краской",1,2,3,3,NA,NA,NA,NA,NA,NA
1513,"деревянная линейка","Размешивать суп в кастрюле",1,2,3,3,NA,NA,NA,NA,NA,NA
1514,"деревянная линейка","Размешивать чай",1,2,3,3,NA,NA,NA,NA,NA,NA
1515,"деревянная линейка","Разогнуть скрепки у тетради",1,2,3,4,NA,NA,NA,NA,NA,NA
1516,"деревянная линейка","Разрезать её на тонкие ломтики и сплести браслет",1,3,4,4,NA,NA,NA,NA,NA,NA
1517,"деревянная линейка","Рама",1,3,3,2,NA,NA,NA,NA,NA,NA
1518,"деревянная линейка","Рама для картины",1,4,3,2,NA,NA,NA,NA,NA,NA
1519,"деревянная линейка","Рама для картины",1,4,3,2,NA,NA,NA,NA,NA,NA
1520,"деревянная линейка","Рамка",1,3,3,2,NA,NA,NA,NA,NA,NA
1521,"деревянная линейка","Рамка",1,3,3,2,NA,NA,NA,NA,NA,NA
1522,"деревянная линейка","Рамка для фотографий",1,4,3,2,NA,NA,NA,NA,NA,NA
1523,"деревянная линейка","Рамка для фотографии = склеить 4 штуки",1,4,3,2,NA,NA,NA,NA,NA,NA
1524,"деревянная линейка","Раскрасить гуашью и оставлять оттиски",1,3,3,4,NA,NA,NA,NA,NA,NA
1525,"деревянная линейка","Раскрыть и использовать как клавиатуру для фортепиано",1,3,5,3,NA,NA,NA,NA,NA,NA
1526,"деревянная линейка","Распилить на доски и сделать микро-скворечник",1,4,4,4,NA,NA,NA,NA,NA,NA
1527,"деревянная линейка","Распорка",1,3,2,2,NA,NA,NA,NA,NA,NA
1528,"деревянная линейка","Распорка",1,3,2,2,NA,NA,NA,NA,NA,NA
1529,"деревянная линейка","Растапливать костёр",1,2,2,2,NA,NA,NA,NA,NA,NA
1530,"деревянная линейка","Растопка для костра",1,2,2,2,NA,NA,NA,NA,NA,NA
1531,"деревянная линейка","Расчесать волосы",1,3,4,4,NA,NA,NA,NA,NA,NA
1532,"деревянная линейка","Расчёска",1,3,4,4,NA,NA,NA,NA,NA,NA
1533,"деревянная линейка","Расчёска",1,3,4,4,NA,NA,NA,NA,NA,NA
1534,"деревянная линейка","Расщепить и построить маленький колодец",1,3,4,3,NA,NA,NA,NA,NA,NA
1535,"деревянная линейка","Расщепить и сделать зубочистки",1,3,3,3,NA,NA,NA,NA,NA,NA
1536,"деревянная линейка","Расщепить, растопить печь",1,2,2,2,NA,NA,NA,NA,NA,NA
1537,"деревянная линейка","Расщепить на лучины для света",1,3,2,2,NA,NA,NA,NA,NA,NA
1538,"деревянная линейка","Расщепить на опилки для набивки",1,4,4,3,NA,NA,NA,NA,NA,NA
1539,"деревянная линейка","Режущий предмет",1,3,3,2,NA,NA,NA,NA,NA,NA
1540,"деревянная линейка","Резать пластилин",1,3,4,3,NA,NA,NA,NA,NA,NA
1541,"деревянная линейка","Резать торт",1,3,3,3,NA,NA,NA,NA,NA,NA
1542,"деревянная линейка","Рисовать на ней",1,2,2,3,NA,NA,NA,NA,NA,NA
1543,"деревянная линейка","Ровно рвать бумагу",1,3,3,3,NA,NA,NA,NA,NA,NA
1544,"деревянная линейка","Рогатка",1,3,3,2,NA,NA,NA,NA,NA,NA
1545,"деревянная линейка","Рогатка",1,3,3,2,NA,NA,NA,NA,NA,NA
1546,"деревянная линейка","Рогатка",1,3,3,2,NA,NA,NA,NA,NA,NA
1547,"деревянная линейка","Рогатка (вместе с резинкой)",1,3,3,2,NA,NA,NA,NA,NA,NA
1548,"деревянная линейка","Розжиг",1,2,2,2,NA,NA,NA,NA,NA,NA
1549,"деревянная линейка","Розжиг для костра",1,2,2,2,NA,NA,NA,NA,NA,NA
1550,"деревянная линейка","Розжиг костра",1,2,2,2,NA,NA,NA,NA,NA,NA
1551,"деревянная линейка","Розжиг костра",1,2,2,2,NA,NA,NA,NA,NA,NA
1552,"деревянная линейка","Ручка для деревянной ложки",1,3,3,3,NA,NA,NA,NA,NA,NA
1553,"деревянная линейка","Ручка для чего-нибудь самодельного",1,2,3,2,NA,NA,NA,NA,NA,NA
1554,"деревянная линейка","Рыхлить землю",1,3,3,4,NA,NA,NA,NA,NA,NA
1555,"деревянная линейка","Рычаг",1,3,2,3,NA,NA,NA,NA,NA,NA
1556,"деревянная линейка","Рычаг для катапульты",1,3,2,3,NA,NA,NA,NA,NA,NA
1557,"деревянная линейка","Рычаг для катапульты",1,3,2,3,NA,NA,NA,NA,NA,NA
1558,"деревянная линейка","С помощью линейки можно делать волнистые волосы",1,3,4,4,NA,NA,NA,NA,NA,NA
1559,"деревянная линейка","С помощью линейки можно доставать предметы",1,2,3,4,NA,NA,NA,NA,NA,NA
1560,"деревянная линейка","Савок",1,3,1,4,NA,NA,NA,NA,NA,NA
1561,"деревянная линейка","Сбивать яблоки, до которых не дотянуться",1,3,4,4,NA,NA,NA,NA,NA,NA
1562,"деревянная линейка","Сделать арбалет/лук/иное оружие",1,3,2,3,NA,NA,NA,NA,NA,NA
1563,"деревянная линейка","Сделать вазу (путём нагревания нескольких линеек)",1,2,2,3,NA,NA,NA,NA,NA,NA
1564,"деревянная линейка","Сделать вешалку",1,4,3,3,NA,NA,NA,NA,NA,NA
1565,"деревянная линейка","Сделать деревянное шило, с острым краем",1,4,3,4,NA,NA,NA,NA,NA,NA
1566,"деревянная линейка","Сделать детскую игрушку (например, меч из множества линеек)",1,3,3,3,NA,NA,NA,NA,NA,NA
1567,"деревянная линейка","Сделать дырку (посмотреть)",1,3,2,3,NA,NA,NA,NA,NA,NA
1568,"деревянная линейка","Сделать игрушечные качели",1,3,3,3,NA,NA,NA,NA,NA,NA
1569,"деревянная линейка","Сделать из неё бумеранг",1,4,3,4,NA,NA,NA,NA,NA,NA
1570,"деревянная линейка","Сделать из неё вилку",1,4,3,3,NA,NA,NA,NA,NA,NA
1571,"деревянная линейка","Сделать из неё нож",1,3,3,3,NA,NA,NA,NA,NA,NA
1572,"деревянная линейка","Сделать из неё плот",1,3,3,4,NA,NA,NA,NA,NA,NA
1573,"деревянная линейка","Сделать из неё рамку",1,4,3,2,NA,NA,NA,NA,NA,NA
1574,"деревянная линейка","Сделать из ней игрушечный мост",1,3,3,3,NA,NA,NA,NA,NA,NA
1575,"деревянная линейка","Сделать катапульту для бросания ластиков",1,3,2,2,NA,NA,NA,NA,NA,NA
1576,"деревянная линейка","Сделать маленькие весы",1,4,3,3,NA,NA,NA,NA,NA,NA
