participant ID,object,use_number,use,rater_1,rater_2,rater_3,rater_4,rater_5,rater_6,rater_7,rater_8,rater_9,rater_10,rater_11,rater_12,rater_13,rater_14,rater_15,rater_16,rater_17,rater_18,rater_19,rater_20,rater_21,rater_22,rater_23,rater_24,rater_25,rater_26,rater_27,rater_28,rater_29,rater_30,rater_31,rater_32,rater_33,rater_34,rater_35,rater_36,rater_37,rater_38,rater_39,rater_40,rater_41,rater_42,rater_43,rater_44,rater_45
1904,כיסא,6,יצירת אמנות,5.0,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,3.0,nan,nan,2.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,4.0,5.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan
1902,כיסא,1,סולם,2.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,2.0,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1902,כיסא,2,ספרייה,5.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan
1902,כיסא,3,מעצור לדלת,2.0,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,1.0,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,3.0,2.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1902,כיסא,4,מעמד לעציץ בגינה,3.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,4.0,nan,nan,4.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,4.0,4.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1902,כיסא,5,מחזיק צעיפים,2.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,2.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,1.0,3.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan
1903,כיסא,1,סולם,2.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,2.0,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1903,כיסא,2,מדף,3.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,5.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,2.0,5.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1903,כיסא,3,לקפוץ מעליו בזמן משחק,3.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,2.0,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan
1903,כיסא,4,תופים,3.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,4.0,nan,nan,2.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,2.0,3.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan
1905,כיסא,1,משטח לתליית בגדים לייבוש,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan
1905,כיסא,2,מעצור לדלת,2.0,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,1.0,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,3.0,2.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1905,כיסא,3,לקלוע עליו טבעות כמשחק,5.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,5.0,nan,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,2.0,3.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan
1905,כיסא,4,לעלות עליו במשחק תופסת גבהים,3.0,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan
1906,כיסא,1,הגבהה כדי להגיע למקומות גבוהים בבית,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,3.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan
1906,כיסא,2,להתנדנד עליו,4.0,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,2.0,nan,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1906,כיסא,3,לשבור חלון במקרה חירום,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,2.0,nan,nan,4.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,1.0,3.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1906,כיסא,4,לאלף אריה (עם שרפרף),3.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,3.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1598,כיסא,1,הגבהה כדי להגיע למקומות גבוהים בבית,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,3.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan
1598,כיסא,2,לשבור חלון במקרה חירום,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,2.0,nan,nan,4.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,1.0,3.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1598,כיסא,3,כרית,2.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,3.0,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,3.0,4.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan
1816,כיסא,1,סולם,2.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,2.0,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1816,כיסא,2,לשרוף אותו במדורה,2.0,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,3.0,nan,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,3.0,4.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1816,כיסא,3,חלק מתחפושת של אדם שיושב על אדם אחר,5.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,5.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan
1816,כיסא,4,לבנות מגדל,3.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,1.0,3.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1816,כיסא,5,מעמד למחשב,3.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,1.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan
1824,כיסא,1,שולחן,3.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,4.0,3.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan
1824,כיסא,2,מתלה בגדים,2.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan
1824,כיסא,3,מעמד לאוהל משמיכות,3.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,2.0,nan,nan,2.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,2.0,3.0,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan
1824,כיסא,4,סולם,2.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,2.0,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1824,כיסא,5,שרפרף,2.0,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1824,כיסא,6,כרית,2.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,3.0,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,3.0,4.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan
1824,כיסא,7,להתחבא מאחוריו,3.0,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,5.0,nan,nan,1.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,3.0,2.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1824,כיסא,8,מדף,3.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,5.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,2.0,5.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1824,כיסא,9,הריגת ג'וקים,4.0,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,3.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,5.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan
1901,כיסא,1,שולחן,3.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,4.0,3.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan
1901,כיסא,2,סולם,2.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,2.0,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1901,כיסא,3,מעצור לדלת,2.0,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,1.0,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,3.0,2.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1901,כיסא,4,כלי נשק,4.0,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,1.0,5.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan
1901,כיסא,5,לשרוף אותו במדורה,2.0,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,3.0,nan,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,3.0,4.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1901,כיסא,6,לשחק כיסאות מוזיקליים,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1901,כיסא,7,מעמד לעציץ בגינה,3.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,4.0,nan,nan,4.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,4.0,4.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1901,כיסא,8,כלי לפיסול,5.0,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,5.0,3.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan
1901,כיסא,9,מיטה לבעלי חיים,3.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,3.0,nan,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,3.0,3.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan
1901,כיסא,10,לחורר באמצע ולהשתמש כאסלה,5.0,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,4.0,nan,nan,5.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,5.0,2.0,nan,nan,nan,nan,5.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan
1901,כיסא,11,מתקן עינויים,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,3.0,nan,nan,5.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,2.0,1.0,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1901,כיסא,12,מכוניות מתנגשות עם כיסאות גלגלים,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,3.0,4.0,nan,nan,nan,nan,5.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan
250,כיסא,1,מעמד למחשב,3.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,1.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan
250,כיסא,2,הגבהה כדי להגיע למקומות גבוהים בבית,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,3.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan
250,כיסא,3,לשבת עליו,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan
250,כיסא,4,לשחק כיסאות מוזיקליים,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
250,כיסא,5,משטח לתליית בגדים לייבוש,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan
250,כיסא,6,מתקן כושר ביתי,3.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,5.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,1.0,4.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1686,כיסא,1,הגבהה כדי להגיע למקומות גבוהים בבית,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,3.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan
1686,כיסא,2,לשבת עליו,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan
1686,כיסא,3,כלי נשק,4.0,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,1.0,5.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan
1798,כיסא,1,שולחן,3.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,4.0,3.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan
1798,כיסא,2,מתלה בגדים,2.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan
1798,כיסא,3,סולם,2.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,2.0,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1798,כיסא,4,שרפרף,2.0,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1895,כיסא,1,מתלה בגדים,2.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan
1895,כיסא,2,לשרוף אותו במדורה,2.0,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,3.0,nan,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,3.0,4.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1895,כיסא,3,משטח לתליית בגדים לייבוש,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan
1895,כיסא,4,לוח מודעות,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,5.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan
1895,כיסא,5,משחק לכלב,2.0,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,3.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,4.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan
1514,כיסא,1,שולחן,3.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,4.0,3.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan
1514,כיסא,2,סולם,2.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,2.0,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1514,כיסא,3,לשבת עליו,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan
1514,כיסא,4,כלי נשק,4.0,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,1.0,5.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan
1514,כיסא,5,לשחק כיסאות מוזיקליים,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1514,כיסא,6,להשאיר את הדלת פתוחה באמעותו,2.0,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,1.0,nan,nan,4.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1514,כיסא,7,לצרף כמה כיסאות ולהפוך למיטה,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,3.0,nan,nan,5.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,4.0,5.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1812,כיסא,1,מעמד לעציץ בגינה,3.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,4.0,nan,nan,4.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,4.0,4.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1812,כיסא,2,מתקן כושר ביתי,3.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,5.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,1.0,4.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1812,כיסא,3,לקלוע עליו טבעות כמשחק,5.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,5.0,nan,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,2.0,3.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan
1781,כיסא,1,שולחן,3.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,4.0,3.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan
1781,כיסא,2,סולם,2.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,2.0,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1781,כיסא,3,להתנדנד עליו,4.0,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,2.0,nan,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1781,כיסא,4,מדף,3.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,5.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,2.0,5.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1883,כיסא,1,מקום מסתור לחתול,2.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,3.0,nan,nan,2.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,3.0,2.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1883,כיסא,2,לקלוע עליו טבעות כמשחק,5.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,5.0,nan,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,2.0,3.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan
1526,כיסא,1,מעמד לחפצים,2.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,3.0,nan,nan,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,1.0,4.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
1526,כיסא,2,מעמד לעציץ בגינה,3.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,4.0,nan,nan,4.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,4.0,4.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
